trial,model,task,latency,temperature,id,result,quality,accuracy,variance,consensus,effectiveness,elapsed,strategy,created
Trial_731 0,llama3.3:latest,classify a short statement into a category of fakeness,222.0,0.6,Item_3,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.4146309353,0.0,1.692048358203715e-07,0.9994982713902255,0.7496237035426692,15m 15s,LOCAL,2025-07-27 04:55:59
Trial_731 0,firefunction-v2,classify a short statement into a category of fakeness,157.0,0.6,Item_0,Says the Annies List political group supports third-trimester abortions on demand. is labeled as false.,0.0322567871,0.0,0.010414553935717384,0.8755248043559553,0.6566436032669665,15m 15s,LOCAL,2025-07-27 04:55:59
Trial_731 0,llama3.3:latest,classify a short statement into a category of fakeness,298.0,0.6,Item_3,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.4146309353,0.0,0.08415491820713794,0.6461638247569179,0.48462286856768844,15m 15s,LOCAL,2025-07-27 04:55:59
Trial_731 0,firefunction-v2,classify a short statement into a category of fakeness,158.0,0.6,Item_0,Says the Annies List political group supports third-trimester abortions on demand. is labeled as false.,0.0322567871,0.0,0.006910973898263748,0.898601365355082,0.6739510240163115,15m 15s,LOCAL,2025-07-27 04:55:59
Trial_731 0,firefunction-v2,classify a short statement into a category of fakeness,231.0,0.6,Item_0,Says the Annies List political group supports third-trimester abortions on demand. is labeled as false.,0.0322567871,0.0,0.2457252745589863,0.39537319721785424,0.2965298979133907,15m 15s,LOCAL,2025-07-27 04:55:59
Trial_731 1,llama3.1:70b,classify a short statement into a category of fakeness,415.0,0.6,Item_1,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'false'.,0.1234247059,0.0,0.13831356119030289,0.8355661148938832,0.6266745861704124,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,llama3.1:70b,classify a short statement into a category of fakeness,149.0,0.6,Item_1,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'false'.,0.1234247059,0.0,0.24980711104306702,0.7790157433312026,0.584261807498402,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,mixtral:8x22b,classify a short statement into a category of fakeness,477.0,0.6,Item_5,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.0799300061,0.0,0.11830378477815437,0.847924849198187,0.6359436368986402,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,llama3.3:latest,classify a short statement into a category of fakeness,274.0,0.6,Item_2,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.1903484739,0.0,0.005588294191746309,0.9669479373741765,0.7252109530306323,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,mixtral:8x22b,classify a short statement into a category of fakeness,426.0,0.6,Item_5,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.0799300061,0.0,0.011640528894860948,0.9522970438600253,0.714222782895019,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,llama3.3:latest,classify a short statement into a category of fakeness,243.0,0.6,Item_2,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.1903484739,0.0,0.006116217329668976,0.9654219585267368,0.7240664688950527,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,firefunction-v2,classify a short statement into a category of fakeness,375.0,0.6,Item_6,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.0543421239,0.0,0.24980711104306702,0.7790157433312026,0.584261807498402,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,llama3.3:latest,classify a short statement into a category of fakeness,277.0,0.6,Item_2,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.1903484739,0.0,0.49390075172091785,0.6892731517345355,0.5169548638009016,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,mixtral:8x22b,classify a short statement into a category of fakeness,265.0,0.6,Item_5,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'mostly-true'.,0.0799300061,0.0,1.6415228431925071e-06,0.9994335228430573,0.7495751421322929,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 1,llama3.1:70b,classify a short statement into a category of fakeness,416.0,0.6,Item_1,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'false'.,0.1234247059,0.0,0.036267759392465605,0.9157986025524467,0.686848951914335,26m 52s,LOCAL,2025-07-27 05:11:17
Trial_731 2,llama3.3:latest,classify a short statement into a category of fakeness,430.0,0.6,Item_7,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",1.9019632669,0.0,0.2776002627899126,0.0,0.0,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,llama3.3:latest,classify a short statement into a category of fakeness,293.0,0.6,Item_7,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",1.9019632669,0.0,0.030983380141321158,0.5812535612740871,0.43594017095556536,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,qwen2.5:32b,classify a short statement into a category of fakeness,281.0,0.45,Item_4,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",1.7568834389,0.0,0.35612380593486687,0.0,0.0,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,llama3.3:latest,classify a short statement into a category of fakeness,296.0,0.6,Item_7,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",1.9019632669,0.0,0.006831610474943562,0.803370680277989,0.6025280102084918,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,mixtral:8x22b,classify a short statement into a category of fakeness,82.0,0.6,Item_5,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",2.1085258801,0.0,0.03098338972703201,0.5812534964977143,0.4359401223732857,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,mixtral:8x22b,classify a short statement into a category of fakeness,345.0,0.6,Item_5,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",2.1085258801,0.0,0.5590672830558916,0.0,0.0,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,llama3.3:latest,classify a short statement into a category of fakeness,299.0,0.6,Item_7,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",1.9019632669,0.0,0.5460568343638198,0.0,0.0,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,qwen2.5:32b,classify a short statement into a category of fakeness,464.0,0.45,Item_4,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",1.7568834389,0.0,0.20136017276107132,0.0,0.0,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,llama3.3:latest,classify a short statement into a category of fakeness,427.0,0.6,Item_7,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",1.9019632669,0.0,0.2302290810242541,0.0,0.0,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 2,firefunction-v2,classify a short statement into a category of fakeness,205.0,0.6,Item_2,"Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" is labeled as barely-true.",3.0352102212,0.0,0.0007122999359791226,0.9365081207745732,0.7023810905809299,16m 7s,LOCAL,2025-07-27 05:38:12
Trial_731 3,firefunction-v2,classify a short statement into a category of fakeness,436.0,0.6,Item_9,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,0.2345419211,0.0,0.01114007145415659,0.9208424899651427,0.6906318674738571,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,firefunction-v2,classify a short statement into a category of fakeness,226.0,0.6,Item_9,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,0.2345419211,0.0,0.005367943205117431,0.9450519743243844,0.7087889807432883,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,mixtral:8x22b,classify a short statement into a category of fakeness,129.0,0.6,Item_1, 'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.6221688941,0.0,3.748354873258549e-07,0.9995408353062181,0.7496556264796636,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,qwen2.5:32b,classify a short statement into a category of fakeness,545.0,0.45,Item_4,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.166964114,0.0,3.7997094637695097e-07,0.9995377005979778,0.7496532754484833,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,qwen2.5:32b,classify a short statement into a category of fakeness,552.0,0.45,Item_4,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.166964114,0.0,0.021105344890324437,0.8910457029227078,0.6682842771920309,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,firefunction-v2,classify a short statement into a category of fakeness,516.0,0.6,Item_9,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,0.2345419211,0.0,0.02711287964130767,0.876508814591295,0.6573816109434713,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,qwen2.5:32b,classify a short statement into a category of fakeness,566.0,0.45,Item_4,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.166964114,0.0,0.0014294377887184226,0.9716449272492673,0.7287336954369505,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,firefunction-v2,classify a short statement into a category of fakeness,229.0,0.6,Item_9,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,0.2345419211,0.0,0.041932782015210945,0.8464234261519441,0.6348175696139581,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 3,firefunction-v2,classify a short statement into a category of fakeness,216.0,0.6,Item_9,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,0.2345419211,0.0,4.594929115106888e-08,0.9998392364660451,0.7498794273495338,10m 50s,LOCAL,2025-07-27 05:54:22
Trial_731 4,llama3.3:latest,classify a short statement into a category of fakeness,400.0,0.6,Item_9,'The economic turnaround started at the end of my term.' is labeled as 'false'.,0.0,0.0,1.290642668780295,0.7126376989079082,0.17815942472697704,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,qwen2.5:32b,classify a short statement into a category of fakeness,82.0,0.45,Item_0,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,5.3871636004,1.0,0.09045050149877341,0.9239266970563234,0.9809816742640809,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,firefunction-v2,classify a short statement into a category of fakeness,54.0,0.6,Item_2,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,0.0400145801,0.0,0.28387251702469496,0.8652314804731712,0.2163078701182928,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,mixtral:8x22b,classify a short statement into a category of fakeness,596.0,0.6,Item_8,'The economic turnaround started at the end of my term.' is labeled as 'barely-true'.,0.1759439932,0.0,1.2600287820736817,0.7160662515038771,0.1790165628759693,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,qwen2.5:32b,classify a short statement into a category of fakeness,54.0,0.45,Item_0,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,5.3871636004,1.0,0.13199505906222223,0.9081020929424508,0.9770255232356126,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,llama3.1:70b,classify a short statement into a category of fakeness,108.0,0.6,Item_1,'The economic turnaround started at the end of my term.' is labeled as 'false'.,0.0027125198,0.0,1.196345067431455,0.7233344945037736,0.1808336236259434,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,mixtral:8x22b,classify a short statement into a category of fakeness,596.0,0.6,Item_8,'The economic turnaround started at the end of my term.' is labeled as 'barely-true'.,0.1759439932,0.0,3.2607806092803373,0.5432405165639083,0.13581012914097707,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,firefunction-v2,classify a short statement into a category of fakeness,142.0,0.6,Item_2,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,0.0400145801,0.0,6.92534618725359,0.3343475615874404,0.0835868903968601,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,llama3.3:latest,classify a short statement into a category of fakeness,293.0,0.6,Item_9,'The economic turnaround started at the end of my term.' is labeled as 'false'.,0.0,0.0,0.02627670927422401,0.9589973174073085,0.23974932935182713,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 4,llama3.3:latest,classify a short statement into a category of fakeness,397.0,0.6,Item_9,'The economic turnaround started at the end of my term.' is labeled as 'false'.,0.0,0.0,0.2119247748556723,0.8835558571209676,0.2208889642802419,15m 42s,LOCAL,2025-07-27 06:05:14
Trial_731 5,llama3.1:70b,classify a short statement into a category of fakeness,181.0,0.6,Item_2,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,2.477709600685326e-22,0.9999999999829847,0.7499999999872385,17m 30s,LOCAL,2025-07-27 06:20:59
Trial_731 5,llama3.1:70b,classify a short statement into a category of fakeness,185.0,0.6,Item_2,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,1.1736111111111115e-22,0.9999999999882895,0.7499999999912171,17m 30s,LOCAL,2025-07-27 06:20:59
Trial_731 5,llama3.3:latest,classify a short statement into a category of fakeness,486.0,0.6,Item_3,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,1.1736111111111115e-22,0.9999999999882895,0.7499999999912171,17m 30s,LOCAL,2025-07-27 06:20:59
Trial_731 5,llama3.1:70b,classify a short statement into a category of fakeness,171.0,0.6,Item_2,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,2.477709600685326e-22,0.9999999999829847,0.7499999999872385,17m 30s,LOCAL,2025-07-27 06:20:59
Trial_731 5,llama3.3:latest,classify a short statement into a category of fakeness,523.0,0.6,Item_3,'The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.' is labeled as 'true'.,0.0,0.0,2.477779504115328e-22,0.9999999999829845,0.7499999999872384,17m 30s,LOCAL,2025-07-27 06:20:59
Trial_731 6,qwen2.5:32b,classify a short statement into a category of fakeness,451.0,0.45,Item_7,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,1.9847766885,0.0,0.4732521742039838,0.7411084569221595,0.18527711423053989,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,mixtral:8x22b,classify a short statement into a category of fakeness,289.0,0.6,Item_2,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0877202704,0.0,1.6749260323363193e-05,0.9984598274763082,0.24961495686907706,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,llama3.1:70b,classify a short statement into a category of fakeness,500.0,0.6,Item_5,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'true'.,0.2498553055,0.0,0.1065972346304389,0.8771303774184176,0.2192825943546044,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,llama3.3:latest,classify a short statement into a category of fakeness,403.0,0.6,Item_0,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'true'.,0.161901404,0.0,0.022851280349491167,0.9431111932673147,0.23577779831682869,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,firefunction-v2,classify a short statement into a category of fakeness,329.0,0.6,Item_6,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'mostly-true'.,1.3725152767,1.0,0.019832501017723013,0.9470019003091479,0.986750475077287,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,mixtral:8x22b,classify a short statement into a category of fakeness,50.0,0.6,Item_2,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0877202704,0.0,3.290474265082007,0.31734574053787556,0.07933643513446889,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,firefunction-v2,classify a short statement into a category of fakeness,298.0,0.6,Item_6,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'mostly-true'.,1.3725152767,1.0,6.284673120622745,0.05656300523348945,0.7641407513083723,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,llama3.1:70b,classify a short statement into a category of fakeness,423.0,0.6,Item_5,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'true'.,0.2498553055,0.0,1.1015875463872953,0.6050145809474313,0.15125364523685783,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,mixtral:8x22b,classify a short statement into a category of fakeness,50.0,0.6,Item_2,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0877202704,0.0,1.6352026460450197,0.5187648450072486,0.12969121125181216,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 6,llama3.3:latest,classify a short statement into a category of fakeness,453.0,0.6,Item_0,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'true'.,0.161901404,0.0,0.5896279260076671,0.7110247971033368,0.1777561992758342,20m 55s,LOCAL,2025-07-27 06:38:32
Trial_731 7,llama3.1:70b,classify a short statement into a category of fakeness,477.0,0.6,Item_3,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'false'.",1.297892974,0.0,0.008850180399820684,0.9742124725144397,0.2435531181286099,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,llama3.3:latest,classify a short statement into a category of fakeness,385.0,0.6,Item_4,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'true'.",0.2610381111,0.0,0.043839748953066505,0.9426058443123988,0.2356514610780997,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,llama3.1:70b,classify a short statement into a category of fakeness,343.0,0.6,Item_3,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'false'.",1.297892974,0.0,0.018668857210447157,0.9625464913074426,0.24063662282686066,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,firefunction-v2,classify a short statement into a category of fakeness,235.0,0.6,Item_1,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",0.483644013,0.0,6.372201234815419,0.3080441530628316,0.0770110382657079,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,llama3.1:70b,classify a short statement into a category of fakeness,287.0,0.6,Item_3,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'false'.",1.297892974,0.0,0.3592203685556432,0.835708869037356,0.208927217259339,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,qwen2.5:32b,classify a short statement into a category of fakeness,42.0,0.45,Item_7,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",0.0472282057,1.0,1.733648380262159,0.6390773384769972,0.9097693346192492,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,firefunction-v2,classify a short statement into a category of fakeness,338.0,0.6,Item_1,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",0.483644013,0.0,0.16834475712233943,0.887530843011046,0.2218827107527615,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,qwen2.5:32b,classify a short statement into a category of fakeness,81.0,0.45,Item_7,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",0.0472282057,1.0,2.6643955285501013,0.552561871009372,0.888140467752343,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,firefunction-v2,classify a short statement into a category of fakeness,182.0,0.6,Item_1,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",0.483644013,0.0,0.06454633835363964,0.9303582866377196,0.2325895716594299,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 7,qwen2.5:32b,classify a short statement into a category of fakeness,44.0,0.45,Item_7,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'mostly-true'.",0.0472282057,1.0,1.3750615941706728,0.6785638495034958,0.9196409623758739,15m 18s,LOCAL,2025-07-27 06:59:29
Trial_731 8,llama3.3:latest,classify a short statement into a category of fakeness,162.0,0.6,Item_8,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.0363742958,0.0,2.4157290780555565e-05,0.9961896183156628,0.747142213736747,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,firefunction-v2,classify a short statement into a category of fakeness,175.0,0.6,Item_9,"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific is labeled as mostly-true.",0.0320279144,0.0,0.00857146221457506,0.9282252274394566,0.6961689205795925,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,mixtral:8x22b,classify a short statement into a category of fakeness,319.0,0.6,Item_3,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'mostly-true'.",0.11459017,0.0,2.238085993336331e-05,0.9963323933447493,0.747249295008562,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,firefunction-v2,classify a short statement into a category of fakeness,178.0,0.6,Item_9,"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific is labeled as mostly-true.",0.0320279144,0.0,0.02087058404563675,0.8880016385878734,0.6660012289409051,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,firefunction-v2,classify a short statement into a category of fakeness,395.0,0.6,Item_9,"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific is labeled as mostly-true.",0.0320279144,0.0,0.0009735502268689917,0.9758106861926891,0.7318580146445168,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,firefunction-v2,classify a short statement into a category of fakeness,452.0,0.6,Item_9,"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific is labeled as mostly-true.",0.0320279144,0.0,0.00857146221457506,0.9282252274394566,0.6961689205795925,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,llama3.3:latest,classify a short statement into a category of fakeness,434.0,0.6,Item_8,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.0363742958,0.0,0.00028089700176973497,0.9870067462711499,0.7402550597033625,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,firefunction-v2,classify a short statement into a category of fakeness,409.0,0.6,Item_9,"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific is labeled as mostly-true.",0.0320279144,0.0,2.914468646760148e-05,0.9958147244020954,0.7468610433015715,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,llama3.3:latest,classify a short statement into a category of fakeness,412.0,0.6,Item_8,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",0.0363742958,0.0,1.5495954689640073e-05,0.9969482177943721,0.7477111633457791,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 8,firefunction-v2,classify a short statement into a category of fakeness,157.0,0.6,Item_9,"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific is labeled as mostly-true.",0.0320279144,0.0,1.5676069719630904e-05,0.9969305330562529,0.7476978997921897,14m 11s,LOCAL,2025-07-27 07:14:50
Trial_731 9,mixtral:8x22b,classify a short statement into a category of fakeness,97.0,0.6,Item_2,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,0.374887326,0.0,0.09609446918776336,0.7854241973744827,0.19635604934362066,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,llama3.1:70b,classify a short statement into a category of fakeness,255.0,0.6,Item_8,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'barely-true'.,0.7679098136,0.0,0.018491524602589113,0.9058721997440994,0.22646804993602485,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,llama3.1:70b,classify a short statement into a category of fakeness,253.0,0.6,Item_8,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'barely-true'.,0.7679098136,0.0,0.01414932522410538,0.9176621705546723,0.22941554263866806,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,llama3.3:latest,classify a short statement into a category of fakeness,408.0,0.6,Item_4,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,1.0772941452,0.0,0.0013278389336081474,0.9747765638900543,0.24369414097251357,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,qwen2.5:32b,classify a short statement into a category of fakeness,552.0,0.45,Item_3,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,0.9475599006,0.0,0.022913355977513726,0.8952206015575558,0.22380515038938895,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,mixtral:8x22b,classify a short statement into a category of fakeness,200.0,0.6,Item_2,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,0.374887326,0.0,0.0005121855435978353,0.9843344658452172,0.2460836164613043,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,llama3.3:latest,classify a short statement into a category of fakeness,415.0,0.6,Item_4,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,1.0772941452,0.0,0.0002909528386909056,0.9881929106710035,0.24704822766775086,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,llama3.1:70b,classify a short statement into a category of fakeness,209.0,0.6,Item_8,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'barely-true'.,0.7679098136,0.0,0.0016649692038787278,0.971755450501879,0.24293886262546974,22m 26s,LOCAL,2025-07-27 07:29:04
Trial_731 9,llama3.3:latest,classify a short statement into a category of fakeness,441.0,0.6,Item_4,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,1.0772941452,0.0,0.028320947221462268,0.8835108605578609,0.22087771513946522,22m 26s,LOCAL,2025-07-27 07:29:04
